s_id,s_sex,s_year_birth,stimulus_id,stimulus_rus,stimulus_transl,target_rus,target_eng,resp_zilo,resp_zilo_latin,tense_expected,resp_tense,stem_type,tense_match,number_match,prog_type,count,agreement
1,m,1972,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
1,m,1972,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
1,m,1972,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллиял,hellijal,FUT,FUT,oral,yes,,,1,1
1,m,1972,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,"бокъинния, боч1иял","boq'innija, botʃ'ijal",FUT,FUT,oral,yes,,,1,1
1,m,1972,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннирадо(л),tannirado(l),PROG,PROG,oral,yes,,rado,1,0
1,m,1972,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурирадо,burirado,PROG,PROG,oral,yes,,rado,1,0
1,m,1972,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1урадо,bot'urado,PROG,PROG,oral,yes,,rado,1,0
1,m,1972,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллирадо,hellirado,PROG,PROG,oral,yes,,rado,1,0
1,m,1972,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,куболийдирадо,kubolijdirado,PROG,PROG,oral,yes,,rado,1,0
1,m,1972,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,"бокъимадо, т1ебирадо","boq'imado, t'ebirado",PROG,PROG,oral,yes,,rado,1,0
1,m,1972,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,бук1урадо,buk'urado,PROG,PROG,oral,yes,,rado,1,0
2,f,2005,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьеллир вок1ой,hellir wok'oj,AOR,PROG_PQP,oral,no,,,0,
2,f,2005,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
2,f,2005,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танний,tannij,AOR,PF,oral,no,,,0,
2,f,2005,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,буккуй,bukːuj,AOR,PF,oral,no,,,0,
2,f,2005,18,Наши ребята выиграли.,Our guys won,выиграть,win,вашай,waʃaj,AOR,PF,oral,no,,,0,
2,f,2005,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,боч1ой,botʃ'oj,AOR,PF,oral,no,,,0,
2,f,2005,26,Мужчины помолились.,The men prayed,молиться,pray,куболидир джиди,kubolidir dʒidi,AOR,?,oral,no,,,0,
2,f,2005,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
2,f,2005,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,роч1ия,rotʃ'ija,FUT,FUT,oral,yes,,,0,
2,f,2005,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъирадо,weɬːirado,PROG,PROG,oral,yes,,rado,0,
2,f,2005,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,боч1орадо,botʃ'orado,PROG,PROG,oral,yes,,rado,0,
2,f,2005,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,"вашия, вашиял","waʃija, waʃijal",PROG,FUT,oral,no,,,0,
2,f,2005,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
2,f,2005,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
2,f,2005,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,боч1о,botʃ'o,AOR,AOR,oral,yes,,,1,0
2,f,2005,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
2,f,2005,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
2,f,2005,8,старики будут молиться.,,молиться,pray,куболидия,kubolidija,FUT,FUT,oral,yes,,,1,0
2,f,2005,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
2,f,2005,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
2,f,2005,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танния,tannija,FUT,FUT,oral,yes,,,1,0
2,f,2005,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллия,hellija,FUT,FUT,oral,yes,,,1,0
2,f,2005,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,т1ебия,t'ebija,FUT,FUT,oral,yes,,,1,0
2,f,2005,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннирадо,tannirado,PROG,PROG,oral,yes,,rado,1,0
2,f,2005,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурирадо,burirado,PROG,PROG,oral,yes,,rado,1,0
2,f,2005,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1ур,bot'ur,PROG,PROG,oral,yes,,r,1,0
2,f,2005,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллирадо,hellirado,PROG,PROG,oral,yes,,rado,1,0
2,f,2005,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,кубайлидирадо,kubajlidirado,PROG,PROG,oral,yes,,rado,1,0
2,f,2005,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,т1ебирадо,t'ebirado,PROG,PROG,oral,yes,,rado,1,0
2,f,2005,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,бук1урадо,buk'urado,PROG,PROG,oral,yes,,rado,1,0
3,f,1983,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
3,f,1983,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,бокъин,boq'in,AOR,AOR,nasal,yes,,,0,
3,f,1983,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
3,f,1983,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,рокъинниял,roq'innijal,FUT,FUT,nasal,yes,,,0,
3,f,1983,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,?,?,FUT,?,,,,,0,
3,f,1983,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъирил,weɬːiril,PROG,PROG,oral,yes,,r,0,
3,f,1983,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,бохъимадол,boqχimadol,PROG,PROG,nasal,yes,,mado,0,
3,f,1983,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
3,f,1983,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьелли,helli,AOR,AOR,oral,yes,,,1,0
3,f,1983,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танни,tanni,AOR,AOR,oral,yes,,,1,0
3,f,1983,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
3,f,1983,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
3,f,1983,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,букку,bukːu,AOR,AOR,oral,yes,,,1,0
3,f,1983,18,Наши ребята выиграли.,Our guys won,выиграть,win,ваша,waʃa,AOR,AOR,oral,yes,,,1,0
3,f,1983,26,Мужчины помолились.,The men prayed,молиться,pray,куболийди,kubolijdi,AOR,AOR,oral,yes,,,1,0
3,f,1983,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
3,f,1983,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашиял,waʃijal,FUT,FUT,oral,yes,,,1,1
3,f,1983,8,старики будут молиться.,,молиться,pray,куболийдия,kubolijdija,FUT,FUT,oral,yes,,,1,0
3,f,1983,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
3,f,1983,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
3,f,1983,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танниял,tannijal,FUT,FUT,oral,yes,,,1,1
3,f,1983,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,т1ебия,t'ebija,FUT,FUT,oral,yes,,,1,0
3,f,1983,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннирадо,tannirado,PROG,PROG,oral,yes,,rado,1,0
3,f,1983,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,буририл,buriril,PROG,PROG,oral,yes,,r,1,1
3,f,1983,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1ур,bot'ur,PROG,PROG,oral,yes,,r,1,0
3,f,1983,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллирил,helliril,PROG,PROG,oral,yes,,r,1,1
3,f,1983,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,куболийдир,kubolijdir,PROG,PROG,oral,yes,,r,1,0
3,f,1983,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,т1ебирадо,t'ebirado,PROG,PROG,oral,yes,,rado,1,0
3,f,1983,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,буккурил,bukːuril,PROG,PROG,oral,yes,,r,1,1
3,f,1983,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашарадо,waʃarado,PROG,PROG,oral,yes,,rado,1,0
4,m,1962,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
4,m,1962,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,бот1у,bot'u,AOR,AOR,oral,yes,,,0,0
4,m,1962,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,боч1о,botʃ'o,AOR,AOR,oral,yes,,,0,
4,m,1962,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
4,m,1962,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,"рокъинния, роч1ия","roq'innija, rotʃ'ija",FUT,FUT,nasal,yes,,,0,
4,m,1962,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,"ч1илолилъир, бохъинния","tʃ'iloliɬir, boqχinnija",FUT,FUT,nasal,yes,,,0,
4,m,1962,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурил,buril,PROG,?,oral,no,,,0,
4,m,1962,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,кубайдир джидир,kubajdir dʒidir,PROG,PROG PROG,oral,no,,,0,
4,m,1962,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъо,weɬːo,PROG,лълъо,oral,no,,,0,
4,m,1962,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,боч1ор,botʃ'or,PROG,PROG,oral,yes,,r,0,
4,m,1962,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
4,m,1962,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьелли,helli,AOR,AOR,oral,yes,,,1,0
4,m,1962,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танни,tanni,AOR,AOR,oral,yes,,,1,0
4,m,1962,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
4,m,1962,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,ч1илоллъи,tʃ'ilolɬi,AOR,AOR,oral,yes,,,1,0
4,m,1962,18,Наши ребята выиграли.,Our guys won,выиграть,win,ваша,waʃa,AOR,AOR,oral,yes,,,1,0
4,m,1962,26,Мужчины помолились.,The men prayed,молиться,pray,кубайди,kubajdi,AOR,AOR,oral,yes,,,1,0
4,m,1962,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
4,m,1962,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
4,m,1962,8,старики будут молиться.,,молиться,pray,кубайдия,kubajdija,FUT,FUT,oral,yes,,,1,0
4,m,1962,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
4,m,1962,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
4,m,1962,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танния,tannija,FUT,FUT,oral,yes,,,1,0
4,m,1962,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллия,hellija,FUT,FUT,oral,yes,,,1,0
4,m,1962,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннир,tannir,PROG,PROG,oral,yes,,r,1,0
4,m,1962,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1урадо,bot'urado,PROG,PROG,oral,yes,,rado,1,0
4,m,1962,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллир,hellir,PROG,PROG,oral,yes,,r,1,0
4,m,1962,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,ч1илоллъир,tʃ'ilolɬir,PROG,PROG,oral,yes,,r,1,0
4,m,1962,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,бук1урадо,buk'urado,PROG,PROG,oral,yes,,rado,1,0
4,m,1962,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашор,waʃor,PROG,PROG,oral,yes,,r,1,0
5,f,1964,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
5,f,1964,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танний,tannij,AOR,PF,oral,no,,,0,
5,f,1964,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бит1уй,bit'uj,AOR,PF,oral,no,no,,0,
5,f,1964,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,бохъинний,boqχinnij,AOR,PF,nasal,no,,,0,
5,f,1964,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,буккуй,bukːuj,AOR,PF,oral,no,,,0,
5,f,1964,18,Наши ребята выиграли.,Our guys won,выиграть,win,вашай,waʃaj,AOR,PF,oral,no,,,0,
5,f,1964,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,бихъинний,biqχinnij,AOR,PF,nasal,no,,,0,
5,f,1964,26,Мужчины помолились.,The men prayed,молиться,pray,кубайдир джиди,kubajdir dʒidi,AOR,AOR,oral,no,,,0,
5,f,1964,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,"бурий, бурир","burij, burir",FUT,"PF, PROG",oral,no,,,0,
5,f,1964,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
5,f,1964,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,рокъинния,roq'innija,FUT,FUT,nasal,yes,,,0,
5,f,1964,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллирил,helliril,FUT,PROG,oral,no,,,0,
5,f,1964,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,бокъинний,boq'innij,FUT,PF,nasal,no,,,0,
5,f,1964,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннолъий,tannoɬij,PROG,PF,oral,no,,,0,
5,f,1964,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1уй,bot'uj,PROG,PF,oral,no,,,0,
5,f,1964,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъол,weɬːol,PROG,лълъо,oral,no,,,0,
5,f,1964,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,бихъимадо,biqχimado,PROG,PROG,nasal,yes,,mado,0,
5,f,1964,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашия,waʃija,PROG,FUT,oral,no,,,0,
5,f,1964,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
5,f,1964,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьелли,helli,AOR,AOR,oral,yes,,,1,0
5,f,1964,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
5,f,1964,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
5,f,1964,8,старики будут молиться.,,молиться,pray,куболидия,kubolidija,FUT,FUT,oral,yes,,,1,0
5,f,1964,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
5,f,1964,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танния,tannija,FUT,FUT,oral,yes,,,1,0
5,f,1964,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,буририл,buriril,PROG,PROG,oral,yes,,r,1,1
5,f,1964,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллир,hellir,PROG,PROG,oral,yes,,r,1,0
5,f,1964,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,куболидирил,kubolidiril,PROG,PROG,oral,yes,,r,1,1
5,f,1964,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,бокъонлъир,boq'onɬir,PROG,PROG,oral,yes,,r,1,0
5,f,1964,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,буккур,bukːur,PROG,PROG,oral,yes,,r,1,0
6,f,2002,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бурий,burij,AOR,PF,oral,no,,,0,
6,f,2002,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьеллий,hellij,AOR,PF,oral,no,,,0,
6,f,2002,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъий,jeɬːij,AOR,PF,oral,no,,,0,
6,f,2002,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танний,tannij,AOR,PF,oral,no,,,0,
6,f,2002,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1уй,bot'uj,AOR,PF,oral,no,,,0,
6,f,2002,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,т1ебий,t'ebij,AOR,PF,oral,no,,,0,
6,f,2002,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,буккуй,bukːuj,AOR,PF,oral,no,,,0,
6,f,2002,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,бот1уй,bot'uj,AOR,PF,oral,no,,,0,
6,f,2002,26,Мужчины помолились.,The men prayed,молиться,pray,кубайдир джиди,kubajdir dʒidi,AOR,AOR,oral,no,,,0,
6,f,2002,8,старики будут молиться.,,молиться,pray,кубайдир джидия,kubajdir dʒidija,FUT,PROG FUT,oral,no,,,0,
6,f,2002,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъиял,weɬːijal,FUT,FUT,oral,yes,,,0,
6,f,2002,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,роч1иял,rotʃ'ijal,FUT,FUT,oral,yes,,,0,
6,f,2002,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъир,weɬːir,PROG,PROG,oral,yes,,r,0,
6,f,2002,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,роч1ор,rotʃ'or,PROG,PROG,oral,yes,,r,0,
6,f,2002,18,Наши ребята выиграли.,Our guys won,выиграть,win,ваши,waʃi,AOR,AOR,oral,yes,,,1,0
6,f,2002,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
6,f,2002,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вачиял,watʃijal,FUT,FUT,oral,yes,,,1,1
6,f,2002,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
6,f,2002,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
6,f,2002,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танния,tannija,FUT,FUT,oral,yes,,,1,0
6,f,2002,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллиял,hellijal,FUT,FUT,oral,yes,,,1,1
6,f,2002,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,т1ебия,t'ebija,FUT,FUT,oral,yes,,,1,0
6,f,2002,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннир,tannir,PROG,PROG,oral,yes,,r,1,0
6,f,2002,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурир,burir,PROG,PROG,oral,yes,,r,1,1
6,f,2002,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1ур,bot'ur,PROG,PROG,oral,yes,,r,1,0
6,f,2002,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллир,hellir,PROG,PROG,oral,yes,,r,1,0
6,f,2002,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,куболидирил,kubolidiril,PROG,PROG,oral,yes,,r,1,1
6,f,2002,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,т1ебир,t'ebir,PROG,PROG,oral,yes,,r,1,0
6,f,2002,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,буккур,bukːur,PROG,PROG,oral,yes,,r,1,0
